,category,subgroup,name,importance,shap_mean_0,shap_mean_1,shap_mean_2
213,blockchain,network_usage,blkwghtmean,0.00028018513694405556,0.007706368342041969,0.0,-0.00032119767274707556
214,blockchain,network_usage,blkwghttot,0.005156709346920252,0.021380553022027016,-0.01706624962389469,0.002361080376431346
215,blockchain,network_usage,blkcnt_pct,0.003519341815263033,-0.0072242338210344315,0.001341009046882391,0.001029343344271183
216,blockchain,network_usage,blksizemeanbyte_pct,0.0020117356907576323,-0.02302740514278412,0.07346072047948837,-0.0048004500567913055
217,blockchain,network_usage,blkwghtmean_pct,0.0023222595918923616,-0.014278476126492023,0.005355916917324066,-0.007544612977653742
218,blockchain,network_usage,blkwghttot_pct,0.0015238552587106824,-0.06721048802137375,-0.004821849521249533,0.008933864533901215
219,blockchain,market,capact1yrusd,0.0,,,
220,blockchain,market,capmvrvcur,0.0,,,
221,blockchain,market,capmvrvff,0.0,,,
222,blockchain,market,capmrktcurusd,0.0,,,
223,blockchain,market,capmrktffusd,0.0,,,
224,blockchain,market,caprealusd,0.006036549806594849,-0.004127104766666889,0.023702092468738556,-0.09470099955797195
225,blockchain,market,pricebtc,0.0,,,
226,blockchain,market,roi30d,0.0,,,
227,blockchain,market,vtydayret30d,0.0,,,
228,blockchain,market,capact1yrusd_pct,0.0,,,
229,blockchain,market,capmvrvcur_pct,0.0,,,
230,blockchain,market,capmvrvff_pct,0.0,,,
231,blockchain,market,capmrktcurusd_pct,0.0,,,
232,blockchain,market,capmrktffusd_pct,0.0,,,
233,blockchain,market,caprealusd_pct,0.001931358827278018,-0.02337661199271679,0.046198174357414246,0.03933132067322731
234,blockchain,market,pricebtc_pct,0.0,,,
235,blockchain,market,roi30d_pct,0.0,,,
236,blockchain,market,vtydayret30d_pct,0.0,,,
237,blockchain,mining,difflast,0.0,0.0,0.0,0.0
238,blockchain,mining,diffmean,0.0,0.0,0.0,0.0
239,blockchain,mining,hashrate,0.008630258031189442,-0.010137492790818214,0.013182688504457474,-0.0007706541800871491
240,blockchain,mining,hashrate30d,0.00045365624828264117,0.0004231223138049245,0.0,0.0
241,blockchain,mining,revhashntv,0.01864766702055931,0.022262265905737877,0.0,0.0
242,blockchain,mining,revhashratentv,0.0,0.0,0.0,0.0
